National Archives and Records Administration,"National Archives and Records Administration, College Park, MD 20740-6001 US",7/1/11 0:00,http://www.archives.gov/index.html,38.9982776,-76.9611869,ChIJ_zIW34HGt4kRJH2h5L55pP8
Bibliotheca Alexandrina,"Bibliotheca Alexandrina, Chatby, Alexandria, 21526 EG",7/1/11 0:00,http://www.bibalex.org/,31.2088705,29.9092012,ChIJhf5iBYrD9RQR5yPsMsZMowA
AA Test Organization,"AA Test Organization, Washington, DC 20036 US",2/20/14 0:00,#,38.9049467,-77.0388809,ChIJx_1cMr-3t4kRyQmQ-2-Dwi8
University of Florida,"University of Florida, Gainesville, FL 32611-7000 US",7/1/11 0:00,#,29.6436325,-82.3549302,ChIJdZLk-wyj6IgRhpg9FN7gbyA
University of Illinois at Urbana-Champaign,"University of Illinois at Urbana-Champaign, Urbana, IL 61801 US",7/1/12 0:00,http://gateway.library.uiuc.edu/,40.1019523,-88.2271615,ChIJ6VUmqSTXDIgR-iZoBCUFPKU
Internet Archive,"Internet Archive, San Francisco, CA 94118 US",,#,37.7823319,-122.4716416,ChIJL3JErReHhYARzRbJVKOdgaQ
Trinity University,"Trinity University, San Antonio, TX 78212-7200 US",7/1/14 0:00,#,29.4618444,-98.4831622,ChIJxbr4W5lhXIYRm5i5E_ZaaRU
"University of California, Davis","University of California, Davis, Davis, CA 95616 US",7/1/14 0:00,#,38.5382322,-121.7617125,ChIJP_qJdH_T6oARNIN-CCS7v-w
University of Richmond,"University of Richmond, Richmond, VA 23173 US",1/15/15 0:00,http://library.richmond.edu/,37.5758681,-77.5409744,ChIJtXlSJ6IUsYkR_91m1Y4xCTE
York University,"York University, Toronto, ON M3J 1P3 CA",11/15/13 0:00,#,43.7728399,-79.49499449999999,ChIJ6Wb5qiQuK4gRqgXJNuHbdNI
Colgate University,"Colgate University, Hamilton, NY 13346-1386 US",3/6/14 0:00,http://exlibris.colgate.edu/default.html,42.8157506,-75.5407681,ChIJ2S_7-mTX24kRk6cZF0dK0X0
Inter-University Consortium for Political and Social Research,"Inter-University Consortium for Political and Social Research, Ann Arbor, MI 48106 US",7/1/13 0:00,#,42.2721528,-83.7754758,ChIJ_WtQcdGxPIgRjvrh2d-E6pE
Carnegie Mellon University,"Carnegie Mellon University, Pittsburgh, PA 15213-3890 US",7/1/11 0:00,http://search.library.cmu.edu/,40.4434658,-79.9434567,ChIJn5pnWB_yNIgR9NrEH0ZrcYg
Georgia Institute of Technology,"Georgia Institute of Technology, Atlanta, GA 30332-0001 US",7/1/13 0:00,http://www.library.gatech.edu/,33.7756178,-84.39628499999999,ChIJ40_D64oE9YgRD8XYOj7QKrU
Microsoft Research Connections,"Microsoft Research Connections, Redmond, WA 98052 US",6/18/12 0:00,#,47.64183920000001,-122.1407464,ChIJ5cVerxJtkFQRQldnptIavSU
National Archives and Records Administration,"National Archives and Records Administration, College Park, MD 20740-6001 US",,http://www.archives.gov/index.html,38.9982776,-76.9611869,ChIJ_zIW34HGt4kRJH2h5L55pP8
AA Test Organization,"AA Test Organization, Washington, DC 20036 US",,#,38.9049467,-77.0388809,ChIJx_1cMr-3t4kRyQmQ-2-Dwi8
University of North Carolina at Charlotte,"University of North Carolina at Charlotte, Charlotte, NC 28223 US",,http://library.uncc.edu/,35.3070929,-80.735164,ChIJVyOp0BocVIgR8yST8fdnP2s
Middlebury College,"Middlebury College, Middlebury, VT 05753 US",,http://www.middlebury.edu/academics/lib,44.00825950000001,-73.1773152,ChIJj7_gV_5ctUwRuyfdhq0Zg-k
